Name,Team,W,L,ERA,GS,G,SV,IP,H,ER,HR,SO,BB,WHIP,K/9,BB/9,FIP,WAR,RA9-WAR,ADP,playerid
Jake Arrieta,Phillies,11,11,4.1,31,31,0,187,180,85,24,179,61,1.29,8.62,2.95,4.03,3.3,2.7,102.1,4153
Edgar Santana,Pirates,1,1,4.1,0,25,0,25,25,11,3,23,9,1.37,8.26,3.39,4.03,0.1,0.1,999,17355
Aaron Loup,Blue Jays,2,2,3.82,0,45,0,45,42,19,5,44,19,1.34,8.74,3.7,4.03,0.3,0.4,999,10343
Marc Rzepczynski,Mariners,2,2,3.74,0,40,0,40,38,17,4,37,20,1.44,8.4,4.4,4.04,0.2,0.3,999,6612
Yaisel Sierra,Dodgers,0,0,3.82,0,1,0,1,1,0,0,1,0,1.34,8.47,3.7,4.04,0,0.1,999,sa909930
Zac Rosscup,,1,1,3.93,0,25,0,25,22,11,4,29,10,1.28,10.38,3.73,4.04,0.2,0.2,999,9419
Blake Cooper,Cubs,0,0,3.87,0,1,0,1,1,0,0,1,0,1.39,8.33,3.98,4.04,0,0.1,999,sa549089
Kris Medlen,Diamondbacks,0,0,4.03,0,10,0,10,10,4,1,9,3,1.28,8.25,2.73,4.04,0.1,0.1,999,9417
Colten Brewer,Padres,0,1,3.92,0,10,0,10,10,4,1,9,4,1.36,8,3.48,4.04,0.1,0,999,sa597829
Luis Garcia,Phillies,3,3,3.92,0,55,0,55,52,24,6,54,25,1.4,8.78,4.12,4.04,0.4,0.3,646.8,6984
Giovanny Gallegos,Yankees,1,1,3.96,0,25,0,25,22,11,4,28,9,1.23,10.24,3.12,4.04,0.2,0.2,999,14986
Johnny Cueto,Giants,11,10,3.92,29,29,0,179,177,78,22,150,51,1.27,7.55,2.56,4.04,2.4,2.5,151.8,6893
Blake Wood,Angels,2,2,3.83,0,40,0,40,36,17,5,39,17,1.34,8.79,3.81,4.05,0.2,0.2,657,1345
Kyle Fischer,Marlins,0,0,3.93,0,1,0,1,1,0,0,1,0,1.39,7.35,3.48,4.05,0,0.1,999,sa829490
Blake Snell,Rays,10,10,3.81,29,29,0,166,145,70,20,174,76,1.33,9.42,4.11,4.05,2.5,3,204.6,13543
Miles Mikolas,Cardinals,8,7,4.17,21,21,0,120,121,56,18,111,26,1.23,8.31,1.96,4.05,1.8,1.5,293.8,9803
Diego Castillo,Rays,0,0,3.87,0,10,0,10,9,4,1,10,4,1.32,8.93,3.65,4.05,0.1,0,722.1,sa822882
Brian Duensing,Cubs,2,2,3.86,0,35,0,35,33,15,4,33,13,1.32,8.41,3.33,4.05,0.2,0.3,999,4064
Brad Wieck,Padres,0,0,3.76,0,10,0,10,8,4,1,11,5,1.36,10.07,4.65,4.06,0,0,999,sa659424
Jay Jackson,,0,0,4.06,0,1,0,1,1,0,0,1,0,1.3,9.24,3.3,4.06,0,0.1,999,7432
Clayton Richard,Padres,10,12,3.92,31,31,0,191,204,83,19,139,62,1.39,6.53,2.9,4.07,2.8,2.5,486.1,3551
Masahiro Tanaka,Yankees,12,9,4.01,29,29,0,176,172,79,28,168,40,1.21,8.6,2.06,4.07,3.2,3,98.3,15764
Cesar Valdez,,0,0,4.09,0,1,0,1,1,0,0,1,0,1.28,6.95,2.04,4.07,0,0.1,999,9013
Freddy Peralta,Brewers,0,0,4.02,0,10,0,10,9,4,1,12,5,1.36,10.81,4.6,4.07,0.1,0,716.7,sa737343
Michael Lorenzen,Reds,3,3,3.98,0,55,0,55,52,24,7,53,21,1.34,8.74,3.45,4.07,0.4,0.4,602.9,14843
Erik Cordier,,0,0,3.95,0,1,0,1,1,0,0,1,1,1.37,10.44,4.69,4.07,0,0.1,999,4086
Evan Reed,,0,0,4.02,0,1,0,1,1,0,0,1,0,1.36,8.31,3.53,4.07,0,0.1,999,1349
Seth Frankoff,,0,0,4.01,0,1,0,1,1,0,0,1,0,1.33,8.66,3.39,4.08,0,0.1,999,11346
Dustin Richardson,Dodgers,0,0,3.8,0,1,0,1,1,0,0,1,0,1.32,9,3.73,4.08,0,0.1,999,2548
Matt Bush,Rangers,3,3,4.12,0,55,7,55,52,25,7,55,19,1.29,9.05,3.14,4.08,0.4,0.4,454.6,1246
Julio Urias,Dodgers,2,2,3.8,6,6,0,35,32,15,4,35,14,1.31,8.93,3.67,4.08,0.5,0.6,618.5,14765
Pedro Baez,Dodgers,2,2,3.91,0,45,0,45,40,20,6,47,16,1.25,9.39,3.27,4.08,0.2,0.2,646.7,5420
Sam Freeman,Braves,2,2,3.92,0,45,0,45,42,20,5,45,22,1.42,9.06,4.46,4.08,0.2,0.3,999,6832
Matt Grace,Nationals,2,1,3.94,0,30,0,30,31,13,3,23,11,1.42,7.03,3.43,4.08,0.1,0.2,999,11449
Gerrit Cole,Astros,12,9,4.19,29,29,0,175,170,81,25,165,50,1.26,8.48,2.58,4.08,2.8,2.3,80,13125
Brad Boxberger,Diamondbacks,3,3,4.05,0,65,11,65,57,29,8,73,31,1.35,10.14,4.26,4.09,0.4,0.4,323.3,10133
Ryan Newell,Marlins,0,0,3.98,0,1,0,1,1,0,0,1,0,1.39,8.2,3.86,4.09,0,0.1,999,sa658029
Randall Delgado,Diamondbacks,2,2,4.12,0,40,0,40,38,18,5,40,15,1.32,9.03,3.42,4.09,0.2,0.2,999,5985
John Holdzkom,,0,0,3.97,0,1,0,1,1,0,0,1,0,1.37,9.83,4.37,4.09,0,0.1,999,9392
Jose Flores,Giants,0,0,3.97,0,0,0,1,1,0,0,1,0,1.36,7.52,3.41,4.09,0,0,999,sa503583
Sammy Solis,Nationals,1,1,3.91,0,20,0,20,18,9,2,20,9,1.37,9.14,4.03,4.09,0.1,0.2,999,11457
Shane Greene,Tigers,3,3,4.04,0,65,26,65,61,29,8,65,25,1.32,8.96,3.41,4.09,0.4,0.4,230.4,10756
Hyun-Jin Ryu,Dodgers,8,7,3.95,23,23,0,124,121,54,16,109,38,1.28,7.88,2.73,4.09,1.8,1.7,339.7,14444
Jorge de la Rosa,Diamondbacks,3,3,4.08,0,55,0,55,53,25,6,52,21,1.36,8.43,3.5,4.09,0.3,0.4,999,2047
Francis Martes,Astros,1,1,3.98,0,20,0,20,17,9,3,23,9,1.33,10.21,4.21,4.09,0.1,0.1,618.5,17303
Julian Merryweather,Indians,1,1,4,0,15,0,15,14,7,2,14,4,1.24,8.26,2.48,4.09,0.1,0.1,999,sa829363
Jeremy Jeffress,Brewers,3,3,4.08,0,55,0,55,56,25,5,47,23,1.43,7.74,3.7,4.1,0.4,0.3,636.9,9490
Kyle Hendricks,Cubs,11,9,4.05,29,29,0,170,171,76,22,142,48,1.29,7.52,2.55,4.1,2.6,2.6,115.7,12049
Josh Osich,Giants,2,2,3.88,0,40,0,40,37,17,4,38,19,1.4,8.64,4.26,4.1,0.1,0.2,999,11528
Ryan Pressly,Twins,2,2,4.14,0,45,0,45,43,21,6,44,17,1.33,8.75,3.34,4.1,0.3,0.3,649.8,7005
Yimi Garcia,Dodgers,2,2,3.97,0,35,0,35,31,15,5,37,11,1.2,9.5,2.8,4.1,0.2,0.1,999,12095
Silvino Bracho,Diamondbacks,0,0,4.1,0,10,0,10,9,5,1,11,4,1.27,10.18,3.61,4.11,0.1,0.1,999,15051
Jose Torres,Padres,0,1,3.96,0,10,0,10,9,4,1,10,4,1.31,9.07,3.49,4.11,0,0,694,14957
Drew Rucinski,Marlins,0,0,4.03,0,1,0,1,1,0,0,1,0,1.28,7.7,2.68,4.11,0,0.1,999,12499
Samuel Tuivailala,Cardinals,2,2,4.04,0,35,0,35,32,16,4,35,15,1.35,9.12,3.79,4.11,0.2,0.1,641.9,13485
Joe Broussard,Dodgers,0,0,3.95,0,1,0,1,1,0,0,1,0,1.26,9.05,3.13,4.11,0,0.1,999,sa708442
A.J. Ramos,Mets,3,3,3.99,0,55,1,55,48,24,7,61,28,1.37,10.02,4.53,4.11,0.3,0.2,354.8,8350
Jordan Walden,Braves,0,0,4.15,0,1,0,1,1,0,0,1,0,1.36,9.81,4.14,4.11,0,0.1,999,3271
Jake McGee,Rockies,3,3,4.19,0,65,5,65,62,30,9,68,23,1.31,9.35,3.18,4.11,0.5,0.7,536.6,7550
Taylor Rogers,Twins,3,3,4.03,0,55,0,55,54,25,7,50,18,1.32,8.12,3,4.11,0.3,0.4,618,13449
Bo Schultz,Pirates,0,0,4.24,0,1,0,1,1,0,0,1,0,1.39,7.93,3.3,4.12,0,0,999,5028
Brad Peacock,Astros,6,5,4.13,10,50,0,94,84,43,13,103,37,1.3,9.85,3.58,4.12,1,0.9,258.9,5401
Brady Rodgers,Astros,1,0,4.09,0,10,0,10,10,5,1,9,2,1.26,7.71,2.23,4.12,0.1,0,999,13393
Brad Ziegler,Marlins,3,3,3.92,0,65,25,65,70,28,5,43,25,1.45,5.93,3.4,4.12,0.2,0.3,332.7,7293
Matt Bowman,Cardinals,2,2,4.08,0,40,0,40,42,18,4,30,14,1.39,6.76,3.08,4.12,0.2,0.1,999,13528
Adam Cimber,Padres,0,0,4.03,0,1,0,1,1,0,0,1,0,1.32,7.22,2.75,4.12,0,0.1,999,sa737888
Michael Dimock,Diamondbacks,0,0,4.15,0,1,0,1,1,0,0,1,0,1.32,9.05,3.42,4.13,0,0.1,999,sa526011
T.J. Weir,Padres,0,0,4.03,0,1,0,1,1,0,0,1,0,1.35,8.25,3.52,4.13,0,0.1,999,sa829207
Rafael Montero,Mets,2,2,4.04,2,32,2,39,36,17,5,40,17,1.36,9.21,4.04,4.13,0.3,0.2,640.3,12760
Mike Montgomery,Cubs,4,4,3.96,5,50,0,72,70,32,7,62,29,1.39,7.8,3.64,4.13,0.6,0.6,395.9,4869
Brian Flynn,Royals,2,2,4.01,0,40,0,40,39,18,5,36,15,1.34,8.14,3.41,4.13,0.2,0.3,999,12027
Patrick Corbin,Diamondbacks,9,8,4.15,24,24,0,139,141,64,17,120,48,1.36,7.8,3.09,4.14,2.2,2.2,231.2,9323
Paul Sewald,Mets,2,2,4.08,0,45,0,45,41,20,6,46,16,1.28,9.25,3.24,4.14,0.2,0.1,999,13892
Fabio Castillo,,0,0,4.07,0,1,0,1,1,0,0,1,0,1.32,9.24,3.58,4.14,0,0.1,999,2826
Darren O'Day,Orioles,3,3,4.07,0,65,2,65,58,29,9,71,25,1.28,9.86,3.47,4.14,0.5,0.4,562.4,3321
Zack Wheeler,Mets,7,7,4.14,18,38,0,118,113,54,14,114,48,1.36,8.67,3.62,4.14,1.5,1.1,420.5,10310
Mike Hauschild,Astros,0,0,4.09,0,1,0,1,1,0,0,1,0,1.36,8.22,3.44,4.14,0,0.1,999,14033
T.J. McFarland,Diamondbacks,1,1,4.07,0,20,0,20,22,9,2,13,7,1.45,6.04,3.25,4.15,0.1,0.1,999,3237
Nick Goody,Indians,3,2,4.01,0,55,2,55,47,24,8,63,22,1.24,10.34,3.56,4.15,0.3,0.5,615.4,13685
Jordan Lyles,Padres,2,2,4.13,0,35,0,35,35,16,4,30,12,1.35,7.59,3.08,4.15,0.1,0.1,707,7593
Wandy Peralta,Reds,3,3,3.87,0,55,0,55,51,24,6,54,24,1.37,8.79,4.01,4.15,0.3,0.4,720.5,14295
Jacob Rhame,Mets,0,0,3.99,0,10,0,10,9,4,1,11,4,1.29,9.94,3.83,4.15,0,0,999,15267
Daniel Moskos,Padres,0,0,3.89,0,1,0,1,1,0,0,1,0,1.39,7.85,3.76,4.15,0,0.1,999,2858
Scott Oberg,Rockies,2,2,4.22,0,35,0,35,34,16,4,34,15,1.41,8.67,3.89,4.15,0.3,0.3,999,13911
Nick Wittgren,Marlins,1,1,4.1,0,25,0,25,24,11,3,23,8,1.28,8.3,2.83,4.15,0.1,0.1,999,15594
Kaleb Fleck,Nationals,0,0,4.04,0,1,0,1,1,0,0,1,0,1.38,9.13,4.12,4.16,0,0.1,999,sa526875
Heath Hembree,Red Sox,2,2,4.19,0,45,0,45,42,21,6,45,16,1.28,9.1,3.15,4.16,0.2,0.4,999,11632
Sean Gilmartin,Cardinals,0,0,4.02,0,1,0,1,1,0,0,1,0,1.31,7.71,2.87,4.16,0,0.1,999,12781
Nathan Eovaldi,Rays,7,8,4.05,21,21,0,120,119,54,15,101,37,1.31,7.63,2.81,4.16,1.7,1.9,508.1,9132
Chris O'Grady,Marlins,2,3,3.92,2,42,0,49,46,21,6,44,17,1.3,8.11,3.21,4.16,0.3,0.4,999,13818
Zach Phillips,Pirates,0,0,4.08,0,1,0,1,1,0,0,1,0,1.44,8.5,4.21,4.16,0,0.1,999,99
Nick Rumbelow,Mariners,1,1,4.06,0,30,0,30,28,14,4,29,12,1.33,8.79,3.49,4.16,0.1,0.1,999,14867
Albert Suarez,Diamondbacks,1,1,4.17,0,30,0,30,30,14,4,27,9,1.31,8.01,2.78,4.16,0.2,0.2,999,6175
Oliver Perez,Reds,0,0,3.98,0,1,0,1,1,0,0,1,0,1.29,10.36,3.87,4.16,0,0.1,999,1514
Jumbo Diaz,Marlins,0,0,4.02,0,1,0,1,1,0,0,1,0,1.34,8.81,3.74,4.17,0,0.1,999,3397
Preston Guilmet,Cardinals,0,0,4.15,0,1,0,1,1,0,0,1,0,1.33,8.04,3.02,4.17,0,0.1,999,7303
Tony Zych,,0,0,4.05,0,1,0,1,1,0,0,1,0,1.37,8.72,3.85,4.17,0,0.1,715,12876
Yovani Gallardo,Brewers,1,1,4.2,0,30,0,30,30,14,4,27,10,1.36,8.16,3.14,4.17,0.2,0.1,670.6,8173
Carter Capps,Padres,1,1,4.1,0,25,0,25,23,11,3,25,10,1.34,8.87,3.64,4.17,0.1,0.1,629.3,12803
Bryan Mitchell,Padres,6,7,4.08,19,19,0,109,109,50,12,92,43,1.39,7.61,3.52,4.17,1.5,1.3,484.4,11479
Jack Leathersich,Pirates,1,1,4.05,0,15,0,15,13,7,2,18,9,1.44,10.59,5.26,4.17,0.1,0.1,999,12562
Blake McFarland,,0,0,4.13,0,1,0,1,1,0,0,1,0,1.29,9.01,3.19,4.18,0,0.1,999,sa598555
Joba Chamberlain,,0,0,4.16,0,1,0,1,1,0,0,1,0,1.38,8.51,3.75,4.18,0,0,999,2692
Jesse Hahn,Royals,0,0,4.15,0,10,0,10,10,5,1,8,4,1.37,7.22,3.15,4.18,0,0.1,703.5,13287
Collin McHugh,Astros,4,4,4.2,6,41,0,72,71,33,11,66,20,1.26,8.25,2.45,4.18,0.7,0.6,362.9,7531
Jeff Francis,,0,0,4.1,0,1,0,1,1,0,0,1,0,1.3,7.74,2.65,4.18,0,0.1,999,4684
Joey Lucchesi,Padres,4,5,4.02,13,13,0,74,72,33,9,65,25,1.31,7.87,3.01,4.18,1,0.9,999,sa917967
Tyler Cyr,Giants,0,0,3.97,0,1,0,1,1,0,0,1,1,1.43,8.45,4.52,4.18,0,0.1,999,sa875270
Daniel Coulombe,Athletics,1,1,4.03,0,25,0,25,24,11,3,23,11,1.42,8.13,4.04,4.18,0.1,0.2,999,13293
Caleb Smith,Marlins,2,3,3.94,3,33,0,48,43,21,6,48,19,1.29,8.94,3.54,4.18,0.3,0.4,999,14875
Dan Jennings,Rays,3,3,3.85,0,65,4,65,63,28,6,55,29,1.42,7.56,4.05,4.19,0.2,0.4,643.5,8073
Frankie Montas,Athletics,2,2,4.21,3,13,0,28,26,13,4,30,12,1.35,9.39,3.85,4.19,0.3,0.3,669.6,14309
Andrew Suarez,Giants,0,0,3.98,0,0,0,1,1,0,0,1,0,1.33,6.93,2.9,4.19,0,0,736,sa598260
Trevor Bauer,Indians,11,9,4.17,29,29,0,171,162,79,23,169,63,1.31,8.91,3.32,4.19,2.6,2.8,137.9,12703
Brad Brach,Orioles,3,3,4.12,0,65,15,65,60,30,9,68,27,1.33,9.47,3.67,4.19,0.4,0.4,206.4,6627
Jim Johnson,Angels,3,3,4,0,55,0,55,53,24,6,48,22,1.37,7.89,3.58,4.19,0.2,0.2,550.9,3656
Steven Okert,Giants,1,1,3.95,0,25,0,25,23,11,3,24,10,1.34,8.58,3.76,4.19,0,0.1,999,13580
Diego Moreno,,0,0,4.14,0,1,0,1,1,0,0,1,0,1.32,8.64,3.32,4.19,0,0.1,999,6238
Jake Diekman,Rangers,2,2,4.04,0,45,0,45,41,20,5,47,23,1.42,9.39,4.57,4.19,0.3,0.4,601.9,5003
Marcos Mateo,,0,0,4.14,0,1,0,1,1,0,0,1,0,1.31,9.57,3.64,4.2,0,0.1,999,6869
Ray Black,Giants,0,0,3.91,0,1,0,1,1,0,0,1,1,1.49,10.75,6.18,4.2,0,0.1,999,sa579473
Dinelson Lamet,Padres,8,9,4.09,24,24,0,140,121,63,19,156,66,1.34,10.08,4.27,4.2,1.9,1.8,205,17186
Nick Burdi,Pirates,0,0,4.21,0,10,0,10,9,5,1,10,5,1.43,9.04,4.33,4.2,0,0,999,sa599297
Chad Qualls,,0,0,4.25,0,1,0,1,1,0,0,1,0,1.36,6.85,2.67,4.2,0,0,999,2170
Gio Gonzalez,Nationals,12,10,4.17,31,31,0,183,181,85,22,163,69,1.37,8.03,3.4,4.2,2.5,2.5,154.5,7448
Carlos Estevez,Rockies,1,1,4.25,0,25,0,25,24,12,3,26,11,1.38,9.18,3.89,4.2,0.2,0.2,999,14542
Koji Uehara,,0,0,4.12,0,1,0,1,1,0,0,1,0,1.21,9.44,2.63,4.2,0,0.1,999,9227
Hector Neris,Phillies,3,3,4.13,0,65,21,65,58,30,10,73,25,1.28,10.08,3.52,4.2,0.4,0.3,142.8,11804
Jacob Lindgren,Braves,0,0,4.04,0,10,0,10,9,4,1,10,5,1.44,9.38,4.68,4.2,0,0,999,16215
A.J. Schugel,Pirates,3,3,4.3,0,55,0,55,57,26,7,47,20,1.4,7.64,3.25,4.2,0.2,0.1,999,11432
Trevor Richards,Marlins,0,0,4.18,0,0,0,1,1,0,0,1,0,1.34,7.4,2.96,4.21,0,0,745,sa922230
Ben Rowen,Reds,0,0,4.14,0,1,0,1,1,0,0,1,0,1.36,6.94,2.87,4.21,0,0,999,10983
Michael Brady,Brewers,0,0,4.2,0,1,0,1,1,0,0,1,0,1.2,8.29,1.86,4.21,0,0.1,999,8461
Adam Ottavino,Rockies,3,3,4.34,0,55,0,55,51,27,7,60,26,1.4,9.83,4.24,4.21,0.4,0.4,660.3,1247
Jose Alvarez,Angels,2,2,3.91,0,45,0,45,43,20,6,40,15,1.3,7.98,3.07,4.21,0.2,0.3,999,5358
Manny Parra,Giants,0,0,4.04,0,1,0,1,1,0,0,1,0,1.4,7.9,3.94,4.21,0,0.1,999,4279
Ian Thomas,,0,0,4.07,0,1,0,1,1,0,0,1,0,1.35,8.65,3.57,4.22,0,0.1,999,13881
Jason Hursh,Braves,1,1,4.17,0,25,0,25,26,12,3,21,10,1.44,7.39,3.74,4.22,0.1,0,999,14914
Austin Adams,,0,0,4.2,0,1,0,1,1,0,0,1,0,1.37,8.56,3.67,4.22,0,0,999,7411
Dillon Peters,Marlins,2,2,4.02,6,6,0,37,37,16,4,28,13,1.38,7.01,3.3,4.22,0.5,0.5,561.4,18790
Barrett Astin,Reds,0,0,4.07,0,10,0,10,10,5,1,9,4,1.39,7.88,3.66,4.22,0.1,0,999,14812
Cory Luebke,Pirates,0,0,4.18,0,1,0,1,1,0,0,1,0,1.37,8.93,3.71,4.22,0,0.1,999,1984
Will LaMarche,Giants,0,0,4.11,0,1,0,1,1,0,0,1,0,1.34,8.32,3.6,4.22,0,0.1,999,sa658316
Tony Cingrani,Dodgers,3,3,3.87,0,55,0,55,48,24,7,59,24,1.32,9.67,3.96,4.22,0.2,0.2,704.8,12555
Ivan Nova,Pirates,9,11,4.49,28,28,0,165,185,82,22,121,38,1.35,6.61,2.07,4.22,2.2,1.4,348.7,1994
Richard Lovelady,Royals,0,0,4.02,0,1,0,1,1,0,0,1,0,1.41,8.08,4,4.22,0,0.1,999,sa918199
Jorge Lopez,Brewers,0,0,4.19,0,10,0,10,10,5,1,10,4,1.4,8.62,3.88,4.23,0.1,0,999,14527
Dylan Floro,Reds,0,0,4.14,0,1,0,1,1,0,0,1,0,1.33,6.54,2.4,4.23,0,0,999,13394
Shawn Kelley,Nationals,2,2,4.18,0,35,0,35,33,16,5,36,12,1.29,9.37,3.21,4.23,0.1,0.2,999,7773
Tyler Chatwood,Cubs,9,8,4.09,24,24,0,137,135,62,14,120,63,1.44,7.86,4.14,4.23,1.9,2,260.4,4338
Edubray Ramos,Phillies,2,2,4.19,0,40,0,40,36,19,6,43,16,1.3,9.76,3.52,4.23,0.2,0.1,681.1,16086
Matt Andriese,Rays,7,8,4.18,18,43,0,122,121,57,18,105,34,1.27,7.77,2.48,4.23,1.3,1.4,502,12022
Anibal Sanchez,Braves,0,0,4.37,0,0,0,1,1,0,0,1,0,1.3,8.33,2.69,4.24,0,0,681.2,3284
David Peterson,Braves,0,0,4.21,0,1,0,1,1,0,0,1,0,1.41,7.02,3.25,4.24,0,0,999,sa603091
Adam Miller,Diamondbacks,0,0,4.18,0,1,0,1,1,0,0,1,1,1.46,8.46,4.5,4.24,0,0,999,sa738543
Jake Petricka,Blue Jays,0,0,4.15,0,10,0,10,10,5,1,8,4,1.42,7.36,3.6,4.24,0,0.1,999,10534
Mike Mayers,Cardinals,0,0,4.19,0,10,0,10,10,5,1,9,3,1.32,8.15,3.02,4.24,0,0,999,15451
Zack Burdi,White Sox,0,0,4.05,0,1,0,1,1,0,0,1,1,1.4,10.19,4.85,4.25,0,0.1,999,sa856551
Brian Schlitter,Dodgers,0,0,4.01,0,1,0,1,1,0,0,1,0,1.41,7.55,3.85,4.25,0,0.1,999,3599
Kyle Crockett,,0,0,4.04,0,1,0,1,1,0,0,1,0,1.37,7.97,3.58,4.25,0,0.1,999,15033
Spencer Patton,,0,0,4.17,0,1,0,1,1,0,0,1,0,1.36,9.55,4.08,4.25,0,0.1,999,12361
Yusmeiro Petit,Athletics,3,3,4.29,0,55,2,55,54,26,9,52,15,1.25,8.53,2.44,4.25,0.2,0.2,477.3,4020
George Kontos,Pirates,3,3,4.4,0,65,3,65,67,32,8,56,22,1.38,7.71,3.07,4.25,0.2,0,676.2,9486
Taylor Cole,,0,0,4.22,0,1,0,1,1,0,0,1,0,1.34,7.67,2.92,4.25,0,0,999,11964
Tanner Anderson,Pirates,0,0,4.34,0,0,0,1,1,0,0,1,0,1.47,5.89,3.19,4.25,0,0,999,sa875262
Brendan McCurry,Astros,0,0,4.17,0,1,0,1,1,0,0,1,0,1.31,8.81,3.29,4.25,0,0.1,999,sa829486
Shane Carle,Braves,0,1,4.29,0,10,0,10,10,5,1,8,3,1.32,7.56,2.64,4.25,0,0,999,15258
Kenta Maeda,Dodgers,8,7,4.16,23,23,0,126,120,58,21,123,34,1.22,8.76,2.44,4.26,1.6,1.4,198.4,18498
Simon Castro,Athletics,0,0,4.26,0,1,0,1,1,0,0,1,0,1.34,9.3,3.76,4.26,0,0,999,9243
Cody Reed,Reds,2,2,4.03,3,28,0,43,39,19,5,45,21,1.39,9.36,4.4,4.26,0.4,0.4,707.1,15232
Jose Jose,,0,0,4.08,0,1,0,1,1,0,0,1,0,1.35,8.83,3.66,4.26,0,0.1,999,sa506778
Jamie Callahan,Mets,0,0,4.12,0,10,0,10,9,5,1,10,5,1.38,9.36,4.33,4.26,0,0,999,14711
Chad Kuhl,Pirates,9,10,4.42,28,28,0,149,151,73,19,133,56,1.4,8.06,3.39,4.26,1.9,1.4,387.6,14975
Rick Porcello,Red Sox,12,10,4.4,29,29,0,182,189,89,28,151,41,1.26,7.48,2.03,4.26,2.4,2.6,237.3,2717
Brandon Maurer,Royals,3,3,4.26,0,65,1,65,63,31,9,59,23,1.32,8.21,3.12,4.26,0.2,0.3,533.6,4878
David Hernandez,Reds,3,3,4.22,0,65,2,65,61,31,10,66,23,1.3,9.19,3.19,4.26,0.3,0.2,661.9,4259
Brian Moran,Dodgers,0,0,4,0,1,0,1,1,0,0,1,0,1.32,8.71,3.54,4.26,0,0.1,999,sa501495
Ryan Tepera,Blue Jays,3,3,4.17,0,65,2,65,60,30,9,65,26,1.32,9.05,3.65,4.26,0.3,0.4,609.3,10291
Lester Oliveros,,0,0,4.2,0,1,0,1,1,0,0,1,0,1.32,9.38,3.58,4.26,0,0,999,9167
Jo-Jo Reyes,Marlins,0,0,4.09,0,1,0,1,1,0,0,1,0,1.38,6.58,3.02,4.26,0,0.1,999,5559
Michael Fulmer,Tigers,10,11,4.33,29,29,0,185,193,89,25,149,53,1.33,7.21,2.58,4.27,2.7,2.5,194,13218
Fernando Salas,Diamondbacks,2,2,4.3,0,45,0,45,44,22,6,42,15,1.33,8.3,3.1,4.27,0.2,0.2,999,4971
Tim Hill,Royals,0,0,4.05,0,10,0,10,10,4,1,8,4,1.41,7.61,3.83,4.27,0,0.1,999,sa829603
Charlie Furbush,,0,0,4.17,0,1,0,1,1,0,0,1,0,1.33,8.61,3.3,4.27,0,0.1,999,1370
Joe Mantiply,Reds,0,0,4.03,0,1,0,1,1,0,0,1,0,1.32,8.08,3.12,4.27,0,0.1,999,14857
Ryan Halstead,Giants,0,0,4.16,0,1,0,1,1,0,0,1,0,1.33,7.67,3.18,4.27,0,0.1,999,sa549980
Jose Quijada,Marlins,0,0,4.03,0,1,0,1,1,0,0,1,0,1.4,8.32,4.13,4.27,0,0.1,999,sa828494
Drew Pomeranz,Red Sox,11,8,4.22,28,28,0,154,146,72,21,148,60,1.34,8.69,3.51,4.27,2,2.5,189.3,11426
Brent Honeywell,Rays,0,0,4.14,0,0,0,1,1,0,0,1,0,1.25,8.83,2.93,4.27,0,0,317.2,sa828706
Alex Meyer,Angels,0,0,4.05,0,0,0,1,1,0,0,1,0,1.36,9.34,4.29,4.27,0,0,600.2,12833
Rob Zastryzny,Cubs,1,0,4.06,0,10,0,10,10,5,1,9,4,1.35,8.16,3.52,4.27,0,0,999,15094
Erik Davis,Brewers,0,0,4.19,0,1,0,1,1,0,0,1,0,1.41,9.25,4.37,4.28,0,0,999,8422
John Brebbia,Cardinals,1,1,4.29,0,25,0,25,24,12,4,24,8,1.28,8.68,2.88,4.28,0.1,0,665,12777
Leonel Campos,,0,0,4.1,0,1,0,1,1,0,0,1,1,1.4,9.64,4.68,4.28,0,0.1,999,12277
Wily Peralta,Royals,3,3,4.32,0,55,1,55,57,26,7,46,19,1.37,7.47,3.09,4.28,0.2,0.2,654.7,7738
Justin Grimm,Royals,2,2,4.26,0,45,0,45,42,21,6,45,20,1.38,9.06,4.09,4.28,0.1,0.2,999,11720
Caleb Dirks,Braves,0,0,4.21,0,1,0,1,1,0,0,1,0,1.35,9.13,3.78,4.28,0,0,999,sa829346
Luis Avilan,White Sox,3,3,3.99,0,55,2,55,51,24,6,55,27,1.41,9.08,4.42,4.28,0.3,0.3,999,2882
Rob Wooten,Reds,0,0,4.21,0,1,0,1,1,0,0,1,0,1.28,8.19,2.65,4.28,0,0,999,8532
Tyler Rogers,Giants,0,0,3.98,0,1,0,1,1,0,0,1,0,1.46,6.53,4.01,4.28,0,0.1,999,sa739036
Luke Hochevar,,2,2,4.28,0,40,0,40,37,19,6,41,15,1.31,9.3,3.4,4.28,0.1,0.2,999,6943
Addison Reed,Twins,3,3,4.36,0,65,2,65,64,31,10,61,19,1.28,8.4,2.64,4.29,0.3,0.3,273.3,10586
Gabriel Moya,Twins,1,1,4.09,0,25,0,25,23,11,4,26,11,1.32,9.46,3.8,4.29,0.1,0.2,718.8,16348
Mitchell White,Dodgers,0,0,4.13,0,0,0,1,1,0,0,1,0,1.37,8.24,3.76,4.29,0,0,687.1,sa917948
Christian Jones,Giants,0,0,3.97,0,1,0,1,1,0,0,1,0,1.45,7.47,4.3,4.29,0,0.1,999,sa578007
Jeff Inman,,0,0,4.24,0,1,0,1,1,0,0,1,0,1.37,8.14,3.45,4.29,0,0,999,sa328057
